,car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats
1052,Mahindra Thar CRDe,7.82 Lakh,"46,994 kms",Diesel,Manual,1st Owner,2018,2179 cc,7 Seats
1053,Honda City i VTEC VX Option,7.29 Lakh,"19,528 kms",Petrol,Manual,1st Owner,2016,1497 cc,5 Seats
1054,Tata Hexa XE,7.25 Lakh,"68,315 kms",Diesel,Manual,2nd Owner,2017,1248 cc,5 Seats
1055,Ford Ecosport 1.5 Petrol Trend BSIV,5.82 Lakh,"69,720 kms",Petrol,Manual,1st Owner,2017,1061 cc,5 Seats
1056,Maruti SX4 S Cross DDiS 200 Sigma,5.15 Lakh,"1,10,655 kms",Diesel,Manual,1st Owner,2016,1396 cc,5 Seats
1057,Maruti Wagon R LXI Minor Duo LPG,1.07 Lakh,"87,100 kms",Lpg,Manual,2nd Owner,2009,1399 cc,5 Seats
1058,Hyundai i20 Sportz 1.4 CRDi,3.19 Lakh,"1,24,012 kms",Diesel,Manual,2nd Owner,2013,1299 cc,5 Seats
1059,Ford Figo Diesel ZXI,1.34 Lakh,"92,251 kms",Diesel,Manual,2nd Owner,2010,1498 cc,7 Seats
1060,Ford Ikon 1.3 Flair,"80,902 ","61,127 kms",Petrol,Manual,2nd Owner,2008,1197 cc,5 Seats
1061,Honda Mobilio V i-DTEC,3.99 Lakh,"1,41,083 kms",Diesel,Manual,1st Owner,2014,1248 cc,5 Seats
1062,Maruti Swift LXI BSIV,3.25 Lakh,"61,802 kms",Petrol,Manual,2nd Owner,2014,1197 cc,5 Seats
1063,Chevrolet Sail Hatchback 1.3 TCDi,2.31 Lakh,"1,47,215 kms",Diesel,Manual,3rd Owner,2015,998 cc,5 Seats
1064,Maruti Ignis 1.2 Delta BSIV,4.43 Lakh,"74,295 kms",Petrol,Manual,1st Owner,2017,1248 cc,5 Seats
1065,Maruti Wagon R VXI BS IV,3.49 Lakh,"66,290 kms",Petrol,Manual,2nd Owner,2017,1197 cc,5 Seats
1066,Maruti Vitara Brezza ZDi Plus Dual Tone,8.22 Lakh,"92,485 kms",Diesel,Manual,1st Owner,2018,1086 cc,5 Seats
1067,Maruti Baleno 1.2 Delta,5.36 Lakh,"57,563 kms",Petrol,Manual,1st Owner,2018,1197 cc,5 Seats
1068,Hyundai i10 Magna 1.1L,2.25 Lakh,"30,675 kms",Petrol,Manual,1st Owner,2011,1199 cc,5 Seats
1069,Maruti Swift Dzire VXI,3.37 Lakh,"58,835 kms",Petrol,Manual,1st Owner,2013,1582 cc,5 Seats
1070,Volkswagen Polo Diesel Comfortline 1.2L,2.58 Lakh,"1,22,571 kms",Diesel,Manual,3rd Owner,2013,1399 cc,5 Seats
1071,Hyundai Verna 1.6 SX,4.07 Lakh,"1,16,064 kms",Diesel,Manual,2nd Owner,2013,5461 cc,5 Seats
1072,Ford Classic 1.4 Duratorq Titanium,1.58 Lakh,"1,28,396 kms",Diesel,Manual,1st Owner,2012,3996 cc,4 Seats
1073,Mercedes-Benz G G63 AMG,1.52 Crore,"47,000 kms",Petrol,Automatic,2nd Owner,2017,1199 cc,5 Seats
1074,Porsche Panamera GTS,1.75 Crore,"10,000 kms",Petrol,Automatic,1st Owner,2019,1950 cc,5 Seats
1075,Chevrolet Beat LT,2.55 Lakh,"37,275 kms",Petrol,Manual,1st Owner,2014,1950 cc,5 Seats
1076,Mercedes-Benz E-Class Exclusive E 220 d BSIV,44 Lakh,"44,000 kms",Diesel,Automatic,1st Owner,2017,1086 cc,5 Seats
1077,Mercedes-Benz E-Class Exclusive E 220 d BSIV,43.50 Lakh,"39,000 kms",Diesel,Automatic,1st Owner,2017,1991 cc,5 Seats
1078,Hyundai Santro Xing XG,"84,637 ","97,767 kms",Petrol,Manual,5th Owner,2005,1198 cc,5 Seats
1079,Mercedes-Benz GLC 200,56.50 Lakh,"32,000 kms",Petrol,Automatic,1st Owner,2020,1248 cc,5 Seats
1080,Honda Amaze S i-VTEC,5 Lakh,"53,931 kms",Petrol,Manual,1st Owner,2018,1199 cc,5 Seats
1081,Fiat Avventura MULTIJET Active,3.47 Lakh,"73,818 kms",Diesel,Manual,1st Owner,2014,2498 cc,6 Seats
1082,Honda Jazz 1.2 V AT i VTEC,6.90 Lakh,"27,200 kms",Petrol,Automatic,1st Owner,2017,1462 cc,5 Seats
1083,Mahindra Thar CRDe,7.72 Lakh,"46,365 kms",Diesel,Manual,1st Owner,2017,1461 cc,5 Seats
1084,Maruti Ciaz Alpha BSIV,8.72 Lakh,"82,496 kms",Petrol,Manual,1st Owner,2019,1248 cc,5 Seats
1085,Renault Duster 110PS Diesel RxL AMT,6.51 Lakh,"73,656 kms",Diesel,Automatic,1st Owner,2016,1493 cc,7 Seats
1086,Maruti Ciaz ZDi SHVS,5.43 Lakh,"92,530 kms",Diesel,Manual,1st Owner,2016,1368 cc,5 Seats
1087,Mahindra TUV 300 mHAWK100 T8,6.58 Lakh,"68,364 kms",Diesel,Manual,2nd Owner,2017,1197 cc,5 Seats
1088,Jeep Compass 1.4 Sport,12.61 Lakh,"30,224 kms",Petrol,Manual,1st Owner,2018,1462 cc,5 Seats
1089,Maruti Baleno 1.2 Alpha,5.85 Lakh,"88,658 kms",Petrol,Manual,1st Owner,2017,2498 cc,6 Seats
1090,Maruti Vitara Brezza ZXI,10.53 Lakh,"26,396 kms",Petrol,Manual,1st Owner,2020,998 cc,5 Seats
1091,Mahindra Thar CRDe,7.46 Lakh,"60,020 kms",Diesel,Manual,1st Owner,2017,1462 cc,5 Seats
1092,Maruti Alto K10 2010-2014 VXI,2.68 Lakh,"55,107 kms",Petrol,Manual,1st Owner,2014,796 cc,5 Seats
1093,Maruti Ciaz Alpha AT,12.43 Lakh,"3,925 kms",Petrol,Automatic,1st Owner,2022,1197 cc,5 Seats
1094,Maruti Alto 800 LXI,3.23 Lakh,"21,949 kms",Petrol,Manual,1st Owner,2017,1995 cc,5 Seats
1095,Maruti Swift Dzire VXI,5 Lakh,"41,899 kms",Petrol,Manual,1st Owner,2016,2400 cc,5 Seats
1096,BMW 5 Series 520d Luxury Line,46 Lakh,"43,000 kms",Diesel,Automatic,1st Owner,2019,1950 cc,5 Seats
1097,Volvo XC60 D5 Inscription,61 Lakh,"20,000 kms",Diesel,Automatic,1st Owner,2021,1968 cc,5 Seats
1098,Mercedes-Benz GLC 220d 4MATIC,56.50 Lakh,"24,000 kms",Diesel,Automatic,1st Owner,2020,2987 cc,5 Seats
1099,Audi Q3 35 TDI Quattro Premium Plus,17.50 Lakh,"39,356 kms",Diesel,Automatic,1st Owner,2015,2143 cc,5 Seats
1100,Mercedes-Benz S-Class S 350 CDI,71.50 Lakh,"18,000 kms",Diesel,Automatic,1st Owner,2017,998 cc,5 Seats
1101,Mercedes-Benz C-Class 220 CDI AT,13.75 Lakh,"40,000 kms",Diesel,Automatic,1st Owner,2013,1248 cc,5 Seats
1102,Maruti Alto K10 VXI,3.15 Lakh,"30,555 kms",Petrol,Manual,1st Owner,2016,1197 cc,5 Seats
1103,Maruti Ciaz VDi Plus SHVS,4.78 Lakh,"1,19,878 kms",Diesel,Manual,1st Owner,2015,1248 cc,5 Seats
1104,Hyundai i20 1.2 Magna Opt,2.43 Lakh,"84,557 kms",Petrol,Manual,1st Owner,2011,1997 cc,7 Seats
1105,Maruti Ciaz VDi Option SHVS,5.36 Lakh,"96,528 kms",Diesel,Manual,1st Owner,2017,999 cc,5 Seats
1106,Mahindra XUV500 W10 1.99 mHawk,11.24 Lakh,"44,081 kms",Diesel,Manual,1st Owner,2017,1248 cc,5 Seats
1107,Renault Kiger RXT AMT,7.75 Lakh,"6,494 kms",Petrol,Automatic,1st Owner,2021,998 cc,5 Seats
1108,Maruti Swift VDI BSIV,3.40 Lakh,"1,18,631 kms",Diesel,Manual,1st Owner,2014,1198 cc,5 Seats
1109,Maruti Alto K10 VXI,3.51 Lakh,"47,133 kms",Petrol,Manual,1st Owner,2018,1197 cc,5 Seats
1110,Honda Amaze S i-VTEC,4.56 Lakh,"94,025 kms",Petrol,Manual,1st Owner,2017,998 cc,5 Seats
1111,Hyundai i20 Magna 1.2,5.02 Lakh,"68,841 kms",Petrol,Manual,1st Owner,2016,1582 cc,5 Seats
1112,Hyundai Venue SX Plus Turbo DCT BSIV,10.46 Lakh,"31,952 kms",Petrol,Automatic,1st Owner,2019,998 cc,5 Seats
1113,Hyundai Creta 1.6 CRDi SX,11.30 Lakh,"66,518 kms",Diesel,Manual,2nd Owner,2019,1582 cc,5 Seats
1114,Hyundai Venue SX Plus Turbo DCT BSIV,10.53 Lakh,"26,684 kms",Petrol,Automatic,2nd Owner,2019,1199 cc,5 Seats
1115,Hyundai Creta 1.6 CRDi SX,7.90 Lakh,"38,280 kms",Diesel,Manual,1st Owner,2015,1197 cc,5 Seats
1116,Tata Tiago 1.2 Revotron XZ,3.77 Lakh,"96,392 kms",Petrol,Manual,1st Owner,2017,2179 cc,7 Seats
1117,Maruti Swift Dzire 1.2 ZXi BSIV,2.86 Lakh,"92,613 kms",Petrol,Manual,1st Owner,2011,1498 cc,5 Seats
1118,Mahindra Scorpio S7 120,11.78 Lakh,"40,011 kms",Diesel,Manual,1st Owner,2018,1396 cc,5 Seats
1119,Honda City i DTEC VX,5.33 Lakh,"98,772 kms",Diesel,Manual,2nd Owner,2015,1248 cc,5 Seats
1120,Hyundai i20 Asta 1.4 CRDi,3.50 Lakh,"38,931 kms",Diesel,Manual,1st Owner,2013,1396 cc,5 Seats
1121,Maruti Swift LDI BSIV,4.27 Lakh,"82,392 kms",Diesel,Manual,1st Owner,2017,2179 cc,7 Seats
1122,Hyundai i20 1.4 Asta,5.72 Lakh,"96,805 kms",Diesel,Manual,1st Owner,2017,998 cc,5 Seats
1123,Mahindra Scorpio S5 BSIV,9.98 Lakh,"68,307 kms",Diesel,Manual,1st Owner,2018,1197 cc,5 Seats
1124,Maruti Wagon R LXI BS IV,3.75 Lakh,"30,404 kms",Petrol,Manual,1st Owner,2016,1248 cc,5 Seats
1125,Maruti Baleno 1.2 Alpha,6.30 Lakh,"36,438 kms",Petrol,Manual,2nd Owner,2018,2179 cc,7 Seats
1126,Maruti Swift VDI BSIV,3.76 Lakh,"1,15,206 kms",Diesel,Manual,1st Owner,2015,1451 cc,5 Seats
1127,Mahindra XUV500 W6 2WD,6.23 Lakh,"1,04,537 kms",Diesel,Manual,1st Owner,2015,2755 cc,7 Seats
1128,MG Hector Sharp DCT,16.13 Lakh,"29,827 kms",Petrol,Automatic,2nd Owner,2019,1968 cc,5 Seats
1129,Toyota Innova Crysta 2.8 GX AT BSIV,15.75 Lakh,"55,000 kms",Diesel,Automatic,1st Owner,2017,3198 cc,7 Seats
1130,Audi A6 35 TDI,24.50 Lakh,"68,000 kms",Diesel,Automatic,1st Owner,2016,2755 cc,7 Seats
1131,Ford Endeavour 3.2 Titanium AT 4X4,28.75 Lakh,"80,000 kms",Diesel,Automatic,1st Owner,2018,814 cc,5 Seats
1132,Toyota Innova Crysta 2.8 GX AT BSIV,19.45 Lakh,"55,000 kms",Diesel,Automatic,1st Owner,2019,1497 cc,5 Seats
1133,Hyundai EON Era Plus,2.30 Lakh,"67,885 kms",Petrol,Manual,1st Owner,2013,998 cc,5 Seats
1134,Kia Seltos HTX IVT G,16.50 Lakh,"28,000 kms",Petrol,Automatic,1st Owner,2021,1197 cc,5 Seats
1135,Hyundai EON 1.0 Era Plus,2.30 Lakh,"48,421 kms",Petrol,Manual,1st Owner,2013,1582 cc,5 Seats
1136,Maruti Swift Dzire VXI,4.25 Lakh,"49,000 kms",Petrol,Manual,1st Owner,2014,1995 cc,5 Seats
1137,Hyundai Verna 1.6 SX,4.50 Lakh,"75,000 kms",Diesel,Manual,1st Owner,2013,1198 cc,5 Seats
1138,BMW 5 Series 520d Sport Line,40.50 Lakh,"55,000 kms",Diesel,Automatic,2nd Owner,2018,1493 cc,5 Seats
1139,Honda Amaze S Option i-VTEC,4.71 Lakh,"6,357 kms",Petrol,Manual,1st Owner,2017,1199 cc,5 Seats
1140,Hyundai Venue SX Opt Executive Diesel,10.24 Lakh,"24,237 kms",Diesel,Manual,1st Owner,2022,2755 cc,7 Seats
1141,Honda Amaze E Petrol,5.89 Lakh,"10,282 kms",Petrol,Manual,1st Owner,2020,1396 cc,5 Seats
1142,Toyota Innova Crysta 2.8 ZX AT BSIV,17.10 Lakh,"1,11,337 kms",Diesel,Automatic,1st Owner,2018,1582 cc,5 Seats
1143,Hyundai Venue SX Opt Diesel BSIV,9.82 Lakh,"64,104 kms",Diesel,Manual,1st Owner,2019,1968 cc,5 Seats
1144,Hyundai Verna 1.6 CRDi SX,5.60 Lakh,"42,234 kms",Diesel,Manual,2nd Owner,2016,1197 cc,5 Seats
1145,Audi Q5 30 TDI quattro Premium,14.75 Lakh,"80,000 kms",Diesel,Automatic,3rd Owner,2015,1197 cc,5 Seats
1146,Maruti Ignis Sigma,5.02 Lakh,"2,294 kms",Petrol,Manual,1st Owner,2022,1396 cc,5 Seats
1147,Maruti Baleno Delta,6.31 Lakh,"38,736 kms",Petrol,Manual,1st Owner,2020,998 cc,5 Seats
1148,Hyundai i20 Asta 1.4 CRDi,3.81 Lakh,"1,30,432 kms",Diesel,Manual,1st Owner,2014,2694 cc,7 Seats
1149,Hyundai Venue SX Opt iMT,11.50 Lakh,"10,000 kms",Petrol,Manual,1st Owner,2021,2967 cc,5 Seats
1150,Toyota Fortuner 2.7 2WD AT,31 Lakh,"44,000 kms",Petrol,Automatic,2nd Owner,2019,1086 cc,5 Seats
1151,Audi Q5 3.0 TDI Quattro,9.95 Lakh,"68,000 kms",Diesel,Automatic,3rd Owner,2011,2967 cc,5 Seats
1152,Hyundai i10 Magna 1.1L,2.25 Lakh,"38,000 kms",Petrol,Manual,1st Owner,2011,1197 cc,5 Seats
1153,Audi Q5 3.0 TDI Quattro Technology,21 Lakh,"35,000 kms",Diesel,Automatic,1st Owner,2015,2179 cc,7 Seats
1154,Maruti Swift Dzire VXI 1.2 BS IV,6.50 Lakh,"65,000 kms",Petrol,Manual,1st Owner,2019,1582 cc,5 Seats
1155,Mahindra Scorpio S5,15.85 Lakh,"12,001 kms",Diesel,Manual,1st Owner,2022,2967 cc,7 Seats
1156,Hyundai Creta 1.6 SX Automatic Diesel,14.25 Lakh,"36,000 kms",Diesel,Automatic,2nd Owner,2020,1969 cc,5 Seats
1157,Audi Q7 45 TDI Quattro Premium Plus,18.75 Lakh,"43,000 kms",Diesel,Automatic,2nd Owner,2014,1968 cc,5 Seats
1158,Volvo XC60 Inscription D5,60 Lakh,"7,500 kms",Diesel,Automatic,1st Owner,2020,1798 cc,5 Seats
1159,Audi Q3 2.0 TDI Quattro Premium Plus,13 Lakh,"56,500 kms",Diesel,Automatic,1st Owner,2014,1582 cc,5 Seats
1160,Audi A6 35 TFSI Matrix,36.75 Lakh,"30,000 kms",Petrol,Automatic,1st Owner,2018,1950 cc,5 Seats
1161,Hyundai Verna CRDi 1.6 AT SX Plus,10 Lakh,"63,500 kms",Diesel,Automatic,1st Owner,2017,1995 cc,5 Seats
1162,Mercedes-Benz C-Class Progressive C 220d,41 Lakh,"26,500 kms",Diesel,Automatic,1st Owner,2019,2179 cc,7 Seats
1163,BMW X1 xDrive 20d xLine,28.50 Lakh,"38,500 kms",Diesel,Automatic,1st Owner,2018,1498 cc,5 Seats
1164,Mahindra XUV500 R W10 FWD,8.90 Lakh,"65,000 kms",Diesel,Manual,1st Owner,2015,1493 cc,5 Seats
1165,Honda Amaze VX CVT Diesel,9.25 Lakh,"44,500 kms",Diesel,Automatic,1st Owner,2019,2993 cc,5 Seats
1166,Hyundai i20 Sportz Diesel,9.75 Lakh,"15,500 kms",Diesel,Manual,1st Owner,2022,1991 cc,5 Seats
1167,BMW X5 xDrive 30d xLine,1 Crore,"20,500 kms",Diesel,Automatic,1st Owner,2022,1995 cc,5 Seats
1168,Mercedes-Benz E-Class Expression E 200 BSIV,44 Lakh,"65,000 kms",Petrol,Automatic,1st Owner,2018,2143 cc,5 Seats
1169,BMW 3 Series 320d GT Luxury Line,18.50 Lakh,"64,593 kms",Diesel,Automatic,3rd Owner,2014,2755 cc,7 Seats
1170,Mercedes-Benz E-Class E250 CDI Avantgarde,22 Lakh,"63,203 kms",Diesel,Automatic,2nd Owner,2015,1995 cc,4 Seats
1171,Toyota Fortuner 2.8 2WD AT,29 Lakh,"60,500 kms",Diesel,Automatic,1st Owner,2017,1248 cc,7 Seats
1172,BMW 6 Series GT 620d Luxury Line 2019-2021,60.50 Lakh,"50,000 kms",Diesel,Automatic,1st Owner,2020,796 cc,5 Seats
1173,Maruti Ertiga ZDI,6 Lakh,"43,000 kms",Diesel,Manual,2nd Owner,2014,2987 cc,7 Seats
1174,Maruti Alto 800 LXI,3.07 Lakh,"31,458 kms",Petrol,Manual,1st Owner,2021,1582 cc,5 Seats
1175,Mercedes-Benz GLS 350d 4MATIC,52 Lakh,"70,000 kms",Diesel,Automatic,2nd Owner,2016,998 cc,5 Seats
1176,Hyundai Elantra CRDi S,5.25 Lakh,"70,372 kms",Diesel,Manual,1st Owner,2013,624 cc,4 Seats
1177,Maruti Wagon R LXI CNG,1.90 Lakh,"1,29,325 kms",Cng,Manual,1st Owner,2012,1991 cc,5 Seats
1178,Tata Nano Twist XT,"85,671 ","59,290 kms",Petrol,Manual,4th Owner,2015,2993 cc,5 Seats
1179,Mercedes-Benz GLC 200,61 Lakh,"15,000 kms",Petrol,Automatic,1st Owner,2021,1968 cc,5 Seats
1180,BMW X6 xDrive 40d M Sport,37.90 Lakh,"75,000 kms",Diesel,Automatic,2nd Owner,2015,2143 cc,5 Seats
1181,Audi Q5 2.0 TDI Premium Plus,16 Lakh,"94,002 kms",Diesel,Automatic,2nd Owner,2014,2494 cc,5 Seats
1182,Mercedes-Benz C-Class C 220 CDI Avantgarde,11.90 Lakh,"90,004 kms",Diesel,Automatic,3rd Owner,2014,2993 cc,5 Seats
1183,Toyota Camry 2.5 Hybrid,23.50 Lakh,"47,000 kms",Petrol,Automatic,1st Owner,2017,1498 cc,5 Seats
1184,BMW X5 xDrive 30d M Sport,29 Lakh,"83,005 kms",Diesel,Automatic,2nd Owner,2014,1595 cc,5 Seats
1185,Ford Ecosport 1.5 Diesel Titanium,4.75 Lakh,"62,500 kms",Diesel,Manual,1st Owner,2015,2143 cc,5 Seats
1186,Mercedes-Benz B Class B180 Sports,12.90 Lakh,"67,000 kms",Petrol,Automatic,2nd Owner,2013,1197 cc,5 Seats
1187,Mercedes-Benz GLE 250d,36.50 Lakh,"64,000 kms",Diesel,Automatic,1st Owner,2016,2967 cc,4 Seats
1188,Maruti Swift ZXI BSIV,4.41 Lakh,"39,889 kms",Petrol,Manual,2nd Owner,2017,1997 cc,5 Seats
1189,Audi A8 L 50 TDI Quattro Premium Plus,42 Lakh,"81,250 kms",Diesel,Automatic,1st Owner,2015,1498 cc,5 Seats
1190,Jaguar F-Pace 2.0 R-Dynamic S Diesel,74 Lakh,"9,900 kms",Diesel,Automatic,1st Owner,2021,1498 cc,5 Seats
1191,Ford Ecosport 1.5 Diesel Titanium Plus,5.25 Lakh,"43,000 kms",Diesel,Manual,1st Owner,2016,1998 cc,5 Seats
1192,MG Astor Sharp CVT,17.25 Lakh,"2,400 kms",Petrol,Automatic,1st Owner,2022,2993 cc,4 Seats
1193,BMW X4 xDrive30i M Sport Silver Shadow Edition,74.50 Lakh,"7,600 kms",Petrol,Automatic,1st Owner,2022,1798 cc,5 Seats
1194,Jaguar XJ 3.0L LWB Ultimate,22.90 Lakh,"79,004 kms",Diesel,Automatic,2nd Owner,2012,2143 cc,5 Seats
1195,Toyota Corolla Altis VL AT,8.75 Lakh,"99,300 kms",Petrol,Automatic,2nd Owner,2015,2987 cc,5 Seats
1196,Mercedes-Benz M-Class ML 250 CDI,21.90 Lakh,"80,000 kms",Diesel,Automatic,2nd Owner,2014,4367 cc,5 Seats
1197,Mercedes-Benz S-Class S 350 CDI,51 Lakh,"40,000 kms",Diesel,Automatic,1st Owner,2015,1968 cc,5 Seats
1198,Land Rover Range Rover Vogue SE 4.4 SDV8,35.25 Lakh,"87,002 kms",Diesel,Automatic,2nd Owner,2013,1968 cc,5 Seats
1199,Audi Q5 2.0 TDI Premium Plus,14.25 Lakh,"94,002 kms",Diesel,Automatic,2nd Owner,2013,2487 cc,5 Seats
1200,Audi A6 2.0 TDI Premium Plus,14.25 Lakh,"82,005 kms",Diesel,Automatic,2nd Owner,2013,4367 cc,5 Seats
1201,Toyota Camry Hybrid 2.5,40.90 Lakh,"20,000 kms",Petrol,Automatic,1st Owner,2019,1998 cc,5 Seats
1202,Land Rover Range Rover Vogue SE 4.4 SDV8,39.75 Lakh,"95,004 kms",Diesel,Automatic,1st Owner,2013,1498 cc,5 Seats
1203,BMW X1 sDrive20i xLine,28.10 Lakh,"68,753 kms",Petrol,Automatic,2nd Owner,2019,1956 cc,5 Seats
1204,Ford Ecosport 1.5 DV5 MT Titanium,4.75 Lakh,"62,500 kms",Diesel,Manual,1st Owner,2015,1582 cc,5 Seats
1205,Jeep Compass 2.0 Sport Plus BSIV,15.75 Lakh,"62,000 kms",Diesel,Manual,1st Owner,2019,1498 cc,5 Seats
1206,Hyundai Creta 1.6 CRDi AT S Plus,8.95 Lakh,"85,000 kms",Diesel,Automatic,1st Owner,2017,1248 cc,5 Seats
1207,Honda WR-V i-DTEC VX,6.99 Lakh,"58,000 kms",Diesel,Manual,1st Owner,2017,2143 cc,5 Seats
1208,Maruti Baleno 1.3 Zeta,6.20 Lakh,"55,500 kms",Diesel,Manual,1st Owner,2018,1248 cc,5 Seats
1209,Mercedes-Benz GLE 250d,44 Lakh,"49,000 kms",Diesel,Automatic,1st Owner,2017,1956 cc,5 Seats
1210,Maruti Baleno 1.3 Zeta,6.25 Lakh,"54,000 kms",Diesel,Manual,1st Owner,2018,1956 cc,5 Seats
1211,Tata Harrier XM,12.50 Lakh,"32,500 kms",Diesel,Manual,1st Owner,2019,1950 cc,5 Seats
1212,Tata Harrier XM,12.60 Lakh,"33,500 kms",Diesel,Manual,1st Owner,2019,0 cc,5 Seats
1213,Mercedes-Benz E-Class Expression E 220 d BSIV,58 Lakh,"17,000 kms",Diesel,Automatic,1st Owner,2020,1950 cc,5 Seats
1214,MG ZS EV Exclusive,21.10 Lakh,"38,000 kms",Electric,Automatic,1st Owner,2020,1950 cc,5 Seats
1215,Mercedes-Benz C-Class Progressive C 200,36.50 Lakh,"16,500 kms",Petrol,Automatic,1st Owner,2018,1998 cc,5 Seats
1216,Mercedes-Benz E-Class Exclusive E 220d,76.25 Lakh,"2,000 kms",Diesel,Automatic,1st Owner,2022,1950 cc,5 Seats
1217,Mini Cooper D,18.90 Lakh,"29,000 kms",Diesel,Automatic,2nd Owner,2014,1197 cc,5 Seats
1218,Mercedes-Benz C-Class Progressive C 220d,39 Lakh,"24,000 kms",Diesel,Automatic,2nd Owner,2020,1995 cc,5 Seats
1219,Maruti Swift LXI,4.83 Lakh,"37,229 kms",Petrol,Manual,1st Owner,2020,2179 cc,7 Seats
1220,BMW X3 xDrive 20d Luxury Line,60 Lakh,"19,000 kms",Diesel,Automatic,1st Owner,2021,1968 cc,5 Seats
1221,Mahindra XUV500 W6 2WD,4.31 Lakh,"90,928 kms",Diesel,Manual,1st Owner,2013,1373 cc,7 Seats
1222,Audi A3 35 TDI Premium Plus,25.80 Lakh,"39,000 kms",Diesel,Automatic,1st Owner,2020,1950 cc,5 Seats
1223,Maruti Ertiga VXI CNG,7.25 Lakh,"44,000 kms",Cng,Manual,1st Owner,2016,1399 cc,5 Seats
1224,Mercedes-Benz C-Class Progressive C 200,49.90 Lakh,"12,000 kms",Petrol,Automatic,1st Owner,2021,1497 cc,5 Seats
1225,Ford Figo Diesel Titanium,1.93 Lakh,"86,483 kms",Diesel,Manual,3rd Owner,2014,1598 cc,5 Seats
1226,Honda City Edge Edition SV,9 Lakh,"20,000 kms",Petrol,Manual,1st Owner,2019,1950 cc,5 Seats
1227,Renault Duster Petrol RxL,5.75 Lakh,"49,000 kms",Petrol,Manual,2nd Owner,2017,2755 cc,7 Seats
1228,Mercedes-Benz C-Class Progressive C 200,47.90 Lakh,"12,000 kms",Petrol,Automatic,1st Owner,2021,1197 cc,5 Seats
1229,Toyota Innova Crysta 2.8 GX AT BSIV,18.75 Lakh,"26,000 kms",Diesel,Automatic,1st Owner,2018,1248 cc,5 Seats
1230,Toyota Glanza G,6.06 Lakh,"40,252 kms",Petrol,Manual,1st Owner,2020,1997 cc,5 Seats
1231,Maruti Swift VDI BSIV,3.23 Lakh,"97,947 kms",Diesel,Manual,2nd Owner,2014,1582 cc,5 Seats
1232,Land Rover Range Rover Velar R-Dynamic S Petrol MY21,85 Lakh,"38,000 kms",Petrol,Automatic,1st Owner,2020,1197 cc,5 Seats
1233,Hyundai Creta 1.6 CRDi AT SX Plus,7.16 Lakh,"1,50,715 kms",Diesel,Automatic,1st Owner,2015,1968 cc,5 Seats
1234,Hyundai i10 Sportz,1.58 Lakh,"1,02,820 kms",Petrol,Manual,1st Owner,2010,1996 cc,7 Seats
1235,Skoda New Laura Ambiente 2.0 TDI CR AT,2.53 Lakh,"1,09,403 kms",Diesel,Automatic,3rd Owner,2012,1462 cc,7 Seats
1236,MG Gloster Savvy 7-Str,39.65 Lakh,"11,000 kms",Diesel,Automatic,2nd Owner,2021,1197 cc,5 Seats
1237,Maruti Ertiga VXI AT,8.58 Lakh,"37,377 kms",Petrol,Automatic,1st Owner,2019,1461 cc,5 Seats
1238,Maruti Swift Dzire VXI,3.67 Lakh,"84,728 kms",Petrol,Manual,2nd Owner,2015,1969 cc,5 Seats
1239,Renault Duster 85PS Diesel RxE,3.24 Lakh,"53,548 kms",Diesel,Manual,2nd Owner,2013,1968 cc,5 Seats
1240,Volvo S90 D4 Inscription BSIV,44.75 Lakh,"20,000 kms",Diesel,Automatic,1st Owner,2018,1197 cc,5 Seats
1241,Audi A6 2.0 TDI,16.19 Lakh,"29,397 kms",Diesel,Automatic,1st Owner,2014,1997 cc,7 Seats
1242,Hyundai Grand i10 Asta,4.06 Lakh,"30,346 kms",Petrol,Manual,1st Owner,2016,1248 cc,5 Seats
1243,Mahindra XUV500 W10 1.99 mHawk,10.63 Lakh,"42,119 kms",Diesel,Manual,1st Owner,2017,1248 cc,5 Seats
1244,Maruti Swift Dzire VDI,3.27 Lakh,"1,20,450 kms",Diesel,Manual,2nd Owner,2014,1451 cc,5 Seats
1245,Maruti Swift LDI BSIV,2.67 Lakh,"1,48,393 kms",Diesel,Manual,3rd Owner,2014,2993 cc,5 Seats
1246,MG Hector Hybrid Sharp MT,13.39 Lakh,"21,549 kms",Petrol,Manual,1st Owner,2020,1248 cc,5 Seats
1247,BMW X5 xDrive 30d,29.75 Lakh,"85,000 kms",Diesel,Automatic,2nd Owner,2015,1799 cc,5 Seats
1248,Maruti Vitara Brezza VDi Option,5.90 Lakh,"90,468 kms",Diesel,Manual,1st Owner,2016,1497 cc,5 Seats
1249,Honda Civic ZX BSIV,15.56 Lakh,"20,900 kms",Petrol,Automatic,1st Owner,2019,1950 cc,5 Seats
1250,Hyundai Creta SX,13.87 Lakh,"19,234 kms",Petrol,Manual,1st Owner,2021,1497 cc,5 Seats
1251,Mercedes-Benz GLC Coupe 300d 4MATIC,71.50 Lakh,"24,900 kms",Diesel,Automatic,1st Owner,2021,1493 cc,5 Seats
1252,Tata Nexon 1.5 Revotorq XZA Plus DualTone,8.75 Lakh,"73,269 kms",Diesel,Automatic,1st Owner,2018,1353 cc,5 Seats
1253,Kia Seltos HTX Plus D,15.25 Lakh,"48,101 kms",Diesel,Manual,1st Owner,2020,1997 cc,5 Seats
